id,Price_euros
181,2106.0789
708,519.7227
862,372.41888
1064,1470.3602
702,927.4432
585,1133.7579
195,2892.4114
463,610.96875
14,2398.097
621,2123.1196
1259,1564.8292
551,502.33954
358,257.8894
610,480.4729
880,435.02893
655,1194.269
630,495.53912
483,1828.6289
115,1591.7429
297,1635.3464
1162,1580.4788
666,1382.354
1278,1319.903
777,1432.9594
521,2085.7227
93,391.91296
260,975.8711
733,349.21375
908,1255.288
797,548.3286
71,994.15656
60,1353.381
608,2029.9021
82,428.10358
540,654.3253
761,1717.0756
473,789.3351
183,812.5531
186,2913.4573
846,482.56323
901,619.1259
912,978.42
27,1062.06
1127,2049.4185
858,1192.142
958,1683.149
771,539.0905
930,3376.5579
807,298.23477
618,1233.5778
250,1021.80963
334,1055.0818
180,1060.6903
886,324.23447
394,898.5061
659,706.00836
764,805.7004
428,231.93239
1231,1407.1078
865,985.5973
1286,1190.3829
635,1045.5437
143,554.37213
376,1247.1433
1032,1348.6827
1057,1274.0627
1089,736.94977
87,2337.9578
1072,535.58685
211,2281.1028
1003,953.1736
889,2451.4788
1066,2023.0294
1225,946.0264
146,1404.7568
1044,1209.0396
1105,889.6462
59,493.70407
251,1069.3082
954,1162.663
948,279.01514
887,1785.4742
369,1420.8973
1148,941.6022
1062,1256.0791
1135,1613.949
1180,2246.9902
620,539.42957
304,1914.032
1048,491.8099
157,837.9778
1128,428.03958
714,1143.5575
993,1220.995
689,1910.7203
443,444.864
673,2156.545
975,1022.1018
391,934.5337
810,590.4335
32,735.79395
724,327.5967
287,1572.0039
857,1136.4464
1087,820.08685
386,751.04236
649,961.9189
1247,966.77747
279,1455.0902
1176,1444.3776
1125,1131.5657
286,810.3049
937,283.41006
508,620.11694
88,940.667
446,1340.5914
336,911.4249
779,1162.9175
224,582.1714
834,1724.3787
238,470.6693
582,1205.9302
726,894.23193
462,1285.7346
863,291.38876
987,1437.1505
1118,2439.934
1151,1889.9329
736,2104.2708
957,956.48724
502,1023.10425
811,1185.0513
898,335.10486
802,1617.6344
265,876.67395
1081,607.9685
104,337.72086
675,2235.7983
1209,1288.7275
1004,629.8714
29,559.49646
432,2047.7319
684,1710.4912
240,1712.3218
237,3186.773
152,1413.4277
725,783.27875
97,471.00415
1155,1544.3517
746,1763.8092
1143,884.54956
592,741.02747
479,1349.5099
1098,487.76907
903,919.6003
936,1203.7589
539,2591.2285
653,490.068
310,396.3382
892,1339.4495
338,2230.6484
705,530.32385
273,1180.0381
758,2486.2544
1080,2237.8386
1073,2550.1504
480,1499.9487
1267,1989.9867
545,751.04236
153,393.78186
573,2388.5244
1150,2913.641
949,2574.088
160,624.14813
537,1985.836
1102,1245.6875
833,944.107
513,1380.2224
1202,2523.298
76,1697.7666
514,493.37238
133,2173.141
1251,476.66177
806,448.9423
1021,598.7428
206,1660.0509
870,1348.1855
179,917.37573
706,605.663
416,1991.6892
534,1667.6667
989,879.1797
316,964.1019
507,1485.335
817,426.12637
776,1812.9882
831,1811.3851
1229,742.5696
295,1753.6458
660,1201.0796
612,658.5138
529,1555.1478
114,1175.6067
492,2492.724
226,856.24835
695,286.04724
751,625.73755
644,547.0311
1185,810.0995
917,1967.5891
527,1249.7584
854,774.79126
182,1610.1111
346,910.2271
90,303.3993
468,1309.3956
1147,536.6868
1061,1380.9701
1156,1147.751
496,821.2601
312,2547.3105
822,904.9004
337,1546.1653
835,1143.365
255,946.03906
364,1775.254
944,2207.6084
1266,578.4163
505,484.62357
350,622.23596
800,977.41223
567,886.11523
1242,2439.934
905,977.5495
587,2530.7844
922,865.9917
259,1299.6517
1248,946.4631
641,272.25604
128,549.49164
215,2403.1387
756,715.98065
1054,1020.5364
651,1091.6322
86,1586.2866
1037,1432.9594
1299,1217.7086
1109,2300.734
679,598.88763
1099,1578.4756
6,1769.446
1163,1045.8356
516,1953.7516
1115,1188.7054
977,1976.1157
910,1119.5746
962,363.73932
264,1190.2317
83,1222.4047
1295,1155.6372
158,1429.6332
487,670.91907
765,585.53973
445,646.5457
617,1916.2173
727,920.7266
108,1953.865
918,1664.527
991,830.8448
81,1925.6161
122,785.13983
383,534.42303
951,1834.688
75,1263.3901
421,781.6076
145,311.0888
8,1396.4294
175,560.668
1123,2547.2864
927,710.8982
875,1712.2346
1029,1180.6359
1265,722.16327
1033,381.8217
663,259.65955
184,627.7327
896,1629.2476
688,606.02905
984,769.9424
744,1206.7051
38,616.3891
1227,1405.224
605,1380.9701
1246,1945.4304
77,2013.0989
1252,470.8213
920,883.1464
805,1118.8303
397,1190.0157
231,630.53705
1104,790.9645
1204,946.53577
1217,1129.8665
149,1780.0374
461,619.1259
21,2130.1372
357,1809.5848
780,1744.6063
343,533.78455
737,254.50632
845,996.255
173,1309.3662
781,794.46875
1164,272.54593
819,442.46497
277,968.20734
674,1665.6543
1279,2260.78
1255,3078.8052
1240,1253.5731
41,1472.9899
719,1175.6509
298,2172.4954
