id,Price_euros
181,2166.895
708,520.74945
862,380.94858
1064,1473.2172
702,938.9688
585,1138.6768
195,3008.1035
463,589.8751
14,2398.8142
621,2107.0776
1259,1573.7267
551,511.03394
358,248.71497
610,481.6452
880,434.58682
655,1160.612
630,522.3778
483,1882.8143
115,1611.8099
297,1743.1215
1162,1556.0986
666,1366.0223
1278,1297.05
777,1440.7225
521,2045.0458
93,344.46976
260,984.9501
733,351.22934
908,1249.527
797,558.31177
71,981.5236
60,1324.7782
608,2032.6334
82,403.52606
540,634.5805
761,1727.2104
473,799.995
183,816.7178
186,2926.6848
846,465.11667
901,667.35144
912,973.80365
27,1082.5311
1127,2029.5464
858,1209.5487
958,1698.583
771,524.0949
930,3486.6719
807,305.78925
618,1240.6119
250,975.45575
334,1040.4788
180,1059.0137
886,323.8249
394,875.20996
659,692.59143
764,791.52905
428,230.79976
1231,1423.553
865,994.80634
1286,1144.4613
635,1100.3242
143,537.96106
376,1206.5787
1032,1345.2144
1057,1272.495
1089,745.63513
87,2390.4983
1072,531.05493
211,2255.0002
1003,950.1613
889,2429.3403
1066,2004.9219
1225,945.14874
146,1402.0957
1044,1267.8475
1105,833.6769
59,498.33884
251,1053.3027
954,1153.8801
948,286.1259
887,1795.113
369,1399.4875
1148,951.35187
1062,1276.4476
1135,1567.1334
1180,2266.7834
620,529.985
304,1979.9617
1048,458.4544
157,846.4214
1128,427.4851
714,1150.8539
993,1255.9109
689,2059.7898
443,434.7728
673,2087.6648
975,1016.16943
391,911.76105
810,553.65894
32,707.456
724,290.86194
287,1499.413
857,1104.5612
1087,811.3638
386,737.1388
649,972.1577
1247,962.9222
279,1449.8043
1176,1474.3346
1125,1114.1001
286,843.13367
937,287.33078
508,607.8364
88,926.2393
446,1374.826
336,913.72577
779,1162.0251
224,575.7017
834,1699.2802
238,464.05048
582,1216.9117
726,897.3586
462,1277.292
863,290.23196
987,1474.9797
1118,2480.9614
1151,1893.2588
736,2080.0317
957,959.41315
502,998.09
811,1227.9071
898,323.8916
802,1604.153
265,893.36884
1081,605.6518
104,340.93298
675,2260.1792
1209,1231.4059
1004,631.50415
29,585.7894
432,2056.0635
684,1721.1833
240,1722.8893
237,3221.308
152,1420.512
725,793.4993
97,462.93317
1155,1447.57
746,1743.8398
1143,854.0417
592,752.4406
479,1369.854
1098,474.84497
903,1000.72266
936,1194.7192
539,2507.7456
653,504.80377
310,401.98706
892,1304.2247
338,2229.1997
705,517.0335
273,1158.0872
758,2501.2021
1080,2263.1194
1073,2407.3347
480,1505.2039
1267,2005.2646
545,737.1388
153,382.33624
573,2391.6836
1150,2874.2922
949,2537.3164
160,620.7048
537,1972.747
1102,1258.1718
833,930.15356
513,1400.6927
1202,2611.7349
76,1667.4452
514,478.971
133,2130.859
1251,461.9633
806,457.42242
1021,638.61365
206,1686.8755
870,1361.2512
179,890.5967
706,565.62756
416,1980.4581
534,1632.3873
989,821.8004
316,926.7759
507,1458.6431
817,416.17752
776,1868.9304
831,1743.031
1229,746.42975
295,1742.9811
660,1181.0529
612,674.66235
529,1621.0399
114,1122.0262
492,2497.7725
226,829.7256
695,291.93307
751,609.8736
644,537.39044
1185,818.4895
917,1913.2256
527,1203.3088
854,745.8166
182,1615.7463
346,929.6075
90,330.16043
468,1283.1271
1147,533.61304
1061,1374.7203
1156,1194.0504
496,804.7134
312,2588.5457
822,935.4298
337,1556.9872
835,1172.8374
255,950.5737
364,1670.8788
944,2297.7644
1266,630.35596
505,486.52316
350,620.91284
800,988.2033
567,858.5581
1242,2480.9614
905,975.78424
587,2463.5522
922,869.4171
259,1268.5476
1248,946.6414
641,266.5268
128,549.8963
215,2476.4153
756,731.7808
1054,1018.92285
651,1067.8784
86,1689.0305
1037,1440.7225
1299,1180.6305
1109,2334.8328
679,599.2861
1099,1560.0735
6,1758.7617
1163,1049.1349
516,1985.0786
1115,1223.3052
977,2029.6266
910,1096.3687
962,375.2034
264,1238.2285
83,1223.5936
1295,1170.7369
158,1420.3896
487,694.29956
765,579.8244
445,662.2523
617,1924.552
727,895.7154
108,2047.6696
918,1637.6968
991,830.4837
81,1946.1013
122,775.5461
383,539.701
951,1811.3286
75,1250.4932
421,771.63947
145,287.86276
8,1382.821
175,529.83484
1123,2574.849
927,713.3322
875,1646.0193
1029,1159.6489
1265,746.6405
1033,400.88647
663,262.30225
184,651.8859
896,1634.0947
688,636.00885
984,771.5237
744,1250.0128
38,602.66583
1227,1428.1506
605,1374.7203
1246,1947.9778
77,2021.8733
1252,470.46326
920,875.4559
805,1090.7942
397,1201.4932
231,610.41534
1104,790.3819
1204,983.0794
1217,1096.8539
149,1771.295
461,667.35144
21,2136.5981
357,1802.5277
780,1741.8296
343,523.31696
737,254.77103
845,989.3633
173,1365.843
781,795.6962
1164,275.61267
819,464.39993
277,990.1688
674,1651.2551
1279,2224.326
1255,3031.2515
1240,1355.6613
41,1474.771
719,1166.0469
298,2281.661
935,2043.016
826,904.1972
278,1457.85
477,1656.5383
542,267.46414
151,612.70734
900,291.93307
1124,1123.1595
1216,343.7139
459,986.347
584,361.0052
294,579.8244
1076,777.9847
91,1716.7546
632,1237.9716
1117,391.94147
457,867.7628
326,602.415
925,2421.7
398,271.19644
940,1478.7588
363,675.6159
906,766.5757
820,638.17487
1020,1322.7089
556,1553.2628
384,1103.5217
885,1124.7678
1285,1210.0195
438,434.93396
837,1895.0673
979,983.31476
548,507.23584
170,714.8981
62,1741.4155
309,499.35443
816,1734.1613
22,320.69196
285,2525.0964
668,512.85785
417,1493.9363
685,1358.2815
1049,665.28076
440,708.80774
299,1471.4261
1188,728.8811
552,471.9836
586,467.6075
783,1457.324
1070,697.22906
1210,976.5398
1014,259.95105
501,1363.2762
140,1135.946
235,444.2577
317,761.6996
861,966.8976
257,1170.8793
1200,331.35706
371,1157.6644
1112,276.9145
419,2083.768
385,567.7951
1281,1002.4193
524,1290.7461
1015,526.2413
1236,342.6048
1036,1462.1051
