id,Price_euros
181,2082.948
708,505.16833
862,367.48883
1064,1469.9148
702,930.7264
585,1185.5966
195,2839.8364
463,591.2339
14,2549.01
621,2154.3835
1259,1522.766
551,482.25476
358,222.837
610,514.2546
880,428.5594
655,1232.7473
630,499.98325
483,1864.4875
115,1632.1517
297,1591.6482
1162,1657.7808
666,1596.8864
1278,1457.1777
777,1442.1523
521,2059.7483
93,333.23627
260,1048.9951
733,363.3963
908,1392.723
797,530.35034
71,922.1736
60,1312.9268
608,1991.3383
82,372.1267
540,661.4422
761,1729.5493
473,792.13885
183,810.2345
186,2873.3518
846,456.40613
901,623.44745
912,962.0624
27,1054.3004
1127,1947.1764
858,1124.5564
958,1697.3373
771,584.29816
930,3298.6084
807,270.93192
618,1183.4114
250,1024.7826
334,1041.3142
180,1013.3536
886,319.6502
394,902.15576
659,696.0333
764,781.73
428,232.63058
1231,1422.1925
865,977.32275
1286,1206.5945
635,1043.6085
143,559.40247
376,1276.1847
1032,1339.7916
1057,1332.5017
1089,724.6892
87,2268.8152
1072,585.3455
211,2341.2017
1003,952.4801
889,2510.627
1066,2071.1077
1225,1051.3225
146,1434.3043
1044,1207.8654
1105,830.9127
59,503.5498
251,1049.846
954,1169.3251
948,290.31027
887,1694.1222
369,1436.1067
1148,935.24023
1062,1287.9036
1135,1604.4645
1180,2243.7007
620,502.55252
304,1948.7522
1048,479.43283
157,834.80566
1128,420.35382
714,1154.035
993,1298.3827
689,1971.998
443,462.3707
673,2207.7437
975,995.33014
391,921.7155
810,580.0916
32,711.1656
724,306.53537
287,1557.3107
857,1119.5483
1087,783.5534
386,741.6848
649,974.52563
1247,1207.9099
279,1476.7356
1176,1474.9625
1125,1122.9622
286,883.2449
937,254.14626
508,636.78357
88,940.897
446,1534.7109
336,905.3324
779,1248.6526
224,557.7061
834,1730.4131
238,461.46518
582,1170.6017
726,896.1452
462,1169.7693
863,287.58148
987,1547.4489
1118,2357.2244
1151,1956.8575
736,2011.2654
957,955.33
502,967.28485
811,1179.6503
898,335.10675
802,1594.6333
265,874.90027
1081,608.6666
104,308.78958
675,2164.361
1209,1275.6982
1004,589.826
29,558.0123
432,2038.7957
684,1744.8059
240,1725.0223
237,3003.4546
152,1361.4043
725,827.4599
97,461.49393
1155,1462.0035
746,1767.3636
1143,835.8771
592,747.1689
479,1406.0608
1098,493.81677
903,1105.9122
936,1208.756
539,2610.832
653,446.0073
310,419.44257
892,1354.7836
338,2240.4814
705,525.3665
273,1196.8065
758,2546.3767
1080,2210.3403
1073,2412.322
480,1464.4894
1267,1904.7906
545,741.6848
153,394.88135
573,2375.8396
1150,2857.2085
949,2518.9668
160,653.3139
537,1981.6981
1102,1325.8046
833,964.69653
513,1341.4443
1202,2543.5105
76,1726.1515
514,487.66794
133,2134.7666
1251,467.94498
806,444.53027
1021,630.1538
206,1674.7806
870,1362.7189
179,907.06757
706,531.3962
416,2033.0934
534,1740.5046
989,868.8521
316,923.9564
507,1584.1119
817,409.1205
776,1879.7194
831,1855.7279
1229,764.2928
295,1774.1201
660,1178.583
612,699.6415
529,1600.0142
114,1165.0983
492,2495.5942
226,849.83344
695,319.69794
751,633.63885
644,534.8361
1185,794.43964
917,2016.4532
527,1190.5242
854,718.1668
182,1733.7726
346,908.1681
90,322.30606
468,1278.1986
1147,562.3701
1061,1493.2561
1156,1127.6554
496,809.6338
312,2651.956
822,925.38776
337,1540.6705
835,1143.7961
255,1045.4015
364,1717.7363
944,2201.0044
1266,571.3552
505,522.27563
350,618.5533
800,933.83435
567,923.10956
1242,2357.2244
905,997.3532
587,2418.6682
922,875.83545
259,1330.7435
1248,936.7548
641,303.32547
128,549.8372
215,2519.9783
756,683.62085
1054,930.62823
651,1101.2306
86,1599.743
1037,1442.1523
1299,1199.0946
1109,2284.5193
679,627.6639
1099,1554.4767
6,1791.2041
1163,1102.2323
516,1784.9064
1115,1251.8007
977,2084.636
910,1063.7162
962,391.17807
264,1165.3544
83,1221.8837
1295,1130.7849
158,1374.5697
487,700.7967
765,551.2384
445,654.5292
617,2120.3413
727,888.3077
108,2001.6536
918,1625.502
991,834.43835
81,1946.4851
122,765.3515
383,545.30383
951,1828.0465
75,1308.0669
421,777.4921
145,306.9977
8,1492.4391
175,507.9896
1123,2516.6257
927,689.6514
875,1743.7817
1029,1187.1974
1265,752.3303
1033,412.78967
663,274.72467
184,585.5893
896,1632.7262
688,646.772
984,700.7883
744,1276.575
38,628.245
1227,1446.979
605,1493.2561
1246,1897.9912
77,1947.2255
1252,462.82364
920,880.21313
805,975.35706
397,1179.3662
231,632.2059
1104,788.9361
1204,1000.02216
1217,1161.7072
149,1654.9628
461,623.44745
21,2201.3699
357,1717.5636
780,1685.879
343,529.9114
737,248.22498
845,941.1325
173,1333.5251
781,808.2605
1164,280.44083
819,385.6677
277,945.63196
674,1692.9899
1279,2209.2249
1255,3029.0486
1240,1351.3434
41,1438.1682
719,1142.4847
298,2174.547
935,1988.8547
826,817.6182
278,1376.7844
477,1655.4576
542,249.86949
151,590.1137
900,319.69794
1124,1064.5059
1216,342.9069
459,1027.1942
584,345.85336
294,551.2384
1076,757.81836
91,1538.4498
632,1251.0353
1117,391.88208
457,884.828
326,570.18384
925,2430.5068
398,277.2294
940,1500.6796
363,694.555
906,737.74677
820,682.59705
1020,1366.5933
556,1507.8378
384,1202.895
885,1065.799
1285,1246.9056
438,423.42468
837,1881.6466
979,1023.08356
548,508.76404
170,758.88885
62,1717.5388
309,495.38257
816,1710.477
22,299.06165
285,2528.2808
668,541.65656
417,1535.0859
685,1236.5399
1049,701.56445
440,721.1312
299,1428.6826
1188,736.6279
552,497.62753
586,455.14536
783,1519.7703
1070,726.18024
1210,964.629
1014,235.57474
501,1324.98
140,1155.7433
235,477.6892
317,785.7477
861,935.3733
257,1173.6122
1200,359.68097
371,1195.5087
1112,302.34644
419,2075.811
385,547.8603
1281,1021.8489
524,1438.323
1015,551.2345
1236,384.73026
1036,1469.5422
